System,Current_Periods,Gap_Start,Gap_End,Suggested_Periods,Confidence_Level,Quality_Score
"CoRoT-20",9.2429;1675.0000,9.2429,1675.0000,18.4857;36.9714;73.9428;147.8856;295.7712;591.5424;1183.0848,HIGH,6.56
"HD 202696",517.8000;946.6000,517.8000,946.6000,690.4000;920.5333,MEDIUM,6.98
"HD 5319",637.1000;872.2000,637.1000,872.2000,1274.2000,HIGH,5.84
"HD 159868",351.0000;1184.1000,351.0000,1184.1000,526.5000;789.7500,HIGH,5.51
"K2-290",9.2117;48.3668,9.2117,48.3668,18.4233;36.8466,HIGH,5.55
"HD 75784",341.2000;7900.0000,341.2000,7900.0000,682.4000;1364.8000;2729.6000;5459.2000,MEDIUM,7.76
"HD 92788",325.8030;11611.2975,325.8030,11611.2975,651.6060;1303.2120;2606.4240;5212.8480;10425.6960,MEDIUM,7.20
"K2-90",2.9007;13.7333,2.9007,13.7333,5.8014;11.6028,MEDIUM,7.22
"HD 102329",778.1000;1123.0000,778.1000,1123.0000,1167.1500,HIGH,5.89
"HD 134060",3.2696;1291.5646,3.2696,1291.5646,6.5392;13.0784;26.1568;52.3136;104.6272;209.2544;418.5088;837.0176,HIGH,6.67
"HD 20003",11.8482;33.9239,11.8482,33.9239,19.7470;32.9117,MEDIUM,7.83
"K2-24",20.8898;42.3391,20.8898,42.3391,41.7795,HIGH,3.47
"HD 20781",5.3135;13.8905;29.1580;85.5073,5.3135,13.8905,7.9703;11.9554,MEDIUM,9.10
"HD 20781",5.3135;13.8905;29.1580;85.5073,13.8905,29.1580,27.7810,MEDIUM,5.28
"HD 20781",5.3135;13.8905;29.1580;85.5073,29.1580,85.5073,58.3160,HIGH,5.62
"HD 31527",16.5535;51.2053;271.6737,16.5535,51.2053,20.6919;25.8648;32.3311;40.4138;50.5173,MEDIUM,8.96
"HD 31527",16.5535;51.2053;271.6737,51.2053,271.6737,102.4106;204.8212,HIGH,5.21
"HD 21693",22.6786;53.7357,22.6786,53.7357,34.0179;51.0268,HIGH,6.27
"K2-189",2.5883;6.6792,2.5883,6.6792,3.2354;4.0442;5.0553;6.3191,MEDIUM,9.64
"HD 45184",5.8854;13.1354,5.8854,13.1354,8.8281,HIGH,5.90
"HD 163607",75.2203;1272.0000,75.2203,1272.0000,150.4406;300.8812;601.7624;1203.5248,HIGH,4.24
"K2-264",5.8400;19.6603,5.8400,19.6603,8.7600;13.1400,HIGH,5.58
"HD 200964",606.3000;852.5000,606.3000,852.5000,808.4000,MEDIUM,7.93
"K2-146",2.6446;4.0050,2.6446,4.0050,3.9669,HIGH,4.48
"Kepler-2001",1.0900;14.0926,1.0900,14.0926,1.6350;2.4525;3.6788;5.5182;8.2773;12.4159,MEDIUM,8.03
"EPIC 206317286",1.5825;17.5155,1.5825,17.5155,2.3738;3.5607;5.3410;8.0115;12.0173,MEDIUM,9.04
"GJ 15 A",11.4407;7600.0000,11.4407,7600.0000,22.8814;45.7628;91.5256;183.0512;366.1024;732.2048;1464.4096;2928.8192;5857.6384,HIGH,5.99
"Kepler-1869",1.7168;8.1674,1.7168,8.1674,3.4337;6.8673,MEDIUM,7.06
"Kepler-47",49.4643;187.3660;303.2270,49.4643,187.3660,65.9524;87.9365;117.2487;156.3316,MEDIUM,8.92
"Kepler-47",49.4643;187.3660;303.2270,187.3660,303.2270,312.2767,HIGH,7.25
"HD 106315",9.5524;21.0570,9.5524,21.0570,14.3286,HIGH,6.51
"GJ 143",7.7899;35.6125,7.7899,35.6125,15.5799;31.1597,MEDIUM,8.50
"K2-168",8.0507;15.8523,8.0507,15.8523,16.1014,HIGH,3.57
"HD 213885",1.0080;4.7850,1.0080,4.7850,2.0161;4.0321,MEDIUM,7.14
"HD 86226",3.9844;1628.0000,3.9844,1628.0000,7.9688;15.9377;31.8754;63.7507;127.5014;255.0029;510.0058;1020.0115,HIGH,5.44
"Kepler-1666",25.8476;40.7157,25.8476,40.7157,38.7714,MEDIUM,6.51
"HD 164922",12.4580;41.7630;75.7400;1207.0000,12.4580,41.7630,18.6870;28.0305,HIGH,5.72
"HD 164922",12.4580;41.7630;75.7400;1207.0000,41.7630,75.7400,55.6840;74.2453,MEDIUM,6.70
"HD 164922",12.4580;41.7630;75.7400;1207.0000,75.7400,1207.0000,151.4800;302.9600;605.9200,HIGH,3.40
"EPIC 249893012",3.5951;15.6240;35.7470,3.5951,15.6240,4.7935;6.3913;8.5217;11.3623;15.1497,MEDIUM,7.39
"EPIC 249893012",3.5951;15.6240;35.7470,15.6240,35.7470,23.4360;35.1540,HIGH,5.06
"KOI-142",10.9165;22.2649;1403.0000,10.9165,22.2649,21.8329,HIGH,3.79
"KOI-142",10.9165;22.2649;1403.0000,22.2649,1403.0000,44.5298;89.0597;178.1194;356.2387;712.4774,HIGH,3.56
"TOI-1468",1.8805;15.5325,1.8805,15.5325,3.7610;7.5221;15.0442,HIGH,3.86
"Kepler-1990",1.7351;4.0684,1.7351,4.0684,2.6027;3.9041,HIGH,5.90
"HD 68988",6.2771;16000.0000,6.2771,16000.0000,12.5542;25.1084;50.2169;100.4338;200.8675;401.7350;803.4701;1606.9402;3213.8803;6427.7606;12855.5213,HIGH,4.44
"HD 13808",14.1815;53.7530,14.1815,53.7530,18.9087;25.2116;33.6154;44.8205,MEDIUM,8.91
"HD 5278",14.3392;40.8700,14.3392,40.8700,23.8986;39.8310,MEDIUM,7.67
"WASP-107",5.7215;1088.0000,5.7215,1088.0000,11.4429;22.8859;45.7718;91.5436;183.0872;366.1743;732.3487,HIGH,3.87
"Kepler-1514",10.5142;217.8318,10.5142,217.8318,21.0284;42.0567;84.1134;168.2269,MEDIUM,7.34
"TOI-763",5.6057;12.2737,5.6057,12.2737,9.3428,MEDIUM,9.04
"HD 108236",3.7960;6.2034;14.1757;19.5900;29.5411,3.7960,6.2034,6.3266,HIGH,6.77
"HD 108236",3.7960;6.2034;14.1757;19.5900;29.5411,6.2034,14.1757,9.3052;13.9578,HIGH,5.02
"HD 108236",3.7960;6.2034;14.1757;19.5900;29.5411,14.1757,19.5900,18.9009,HIGH,7.02
"HD 108236",3.7960;6.2034;14.1757;19.5900;29.5411,19.5900,29.5411,29.3850,HIGH,4.27
"GJ 3473",1.1980;15.5090,1.1980,15.5090,1.7970;2.6955;4.0433;6.0649;9.0973;13.6460,MEDIUM,8.01
"HD 152843",11.6264;24.3800,11.6264,24.3800,23.2528,MEDIUM,5.22
"HD 110113",2.5410;6.7440,2.5410,6.7440,5.0820,HIGH,5.94
"TOI-1130",4.0746;8.3502,4.0746,8.3502,8.1491,HIGH,4.03
"K2-350",4.1639;19.9919,4.1639,19.9919,8.3277;16.6555,MEDIUM,6.78
"K2-185",10.6164;52.7135,10.6164,52.7135,15.9246;23.8869;35.8303,HIGH,5.98
"EPIC 212587672",15.2808;23.2286,15.2808,23.2286,22.9212,HIGH,4.67
"G 264-012",2.3054;8.0518,2.3054,8.0518,3.4581;5.1871;7.7807,HIGH,5.62
"K2-331",9.3990;22.9966,9.3990,22.9966,12.5320;16.7093;22.2791,MEDIUM,7.26
"K2-343",2.7872;7.6770,2.7872,7.6770,4.1808;6.2711,MEDIUM,8.77
"K2-348",4.6884;12.5502,4.6884,12.5502,9.3768,HIGH,5.89
"Kepler-129",15.7900;82.2000;2646.0000,15.7900,82.2000,23.6850;35.5275;53.2912;79.9369,HIGH,5.47
"Kepler-129",15.7900;82.2000;2646.0000,82.2000,2646.0000,164.4000;328.8000;657.6000;1315.2000;2630.4000,HIGH,3.23
"K2-268",2.1517;4.5286;6.1312;9.3275;26.2706,2.1517,4.5286,4.3034,MEDIUM,5.42
"K2-268",2.1517;4.5286;6.1312;9.3275;26.2706,4.5286,6.1312,9.0572,HIGH,5.27
"K2-268",2.1517;4.5286;6.1312;9.3275;26.2706,6.1312,9.3275,9.1969,HIGH,4.71
"K2-268",2.1517;4.5286;6.1312;9.3275;26.2706,9.3275,26.2706,15.5459;25.9098,MEDIUM,7.26
"EPIC 212624936",0.5787;11.8114,0.5787,11.8114,1.1573;2.3146;4.6293;9.2585,MEDIUM,7.36
"HD 136352",11.5780;27.5922;107.2450,11.5780,27.5922,17.3670;26.0504,HIGH,6.47
"HD 136352",11.5780;27.5922;107.2450,27.5922,107.2450,55.1844,HIGH,4.72
"K2-275",3.2810;8.4388,3.2810,8.4388,4.1012;5.1265;6.4081;8.0102,MEDIUM,9.57
"HD 137496",1.6212;479.9000,1.6212,479.9000,3.2423;6.4846;12.9693;25.9386;51.8771;103.7542;207.5085;415.0170,HIGH,5.51
"Kepler-1801",10.4409;116.5832,10.4409,116.5832,15.6613;23.4920;35.2380;52.8571;79.2856,HIGH,5.83
"Kepler-1814",0.6263;2.9354,0.6263,2.9354,1.2526;2.5051,MEDIUM,7.78
"KOI-134",33.9500;67.1277,33.9500,67.1277,67.9000,HIGH,3.37
"TOI-1064",6.4439;12.2266,6.4439,12.2266,12.8877,MEDIUM,5.37
"K2-381",7.9389;16.0347;26.8030,7.9389,16.0347,15.8779,HIGH,3.29
"K2-381",7.9389;16.0347;26.8030,16.0347,26.8030,26.7244,HIGH,5.95
"YZ Cet",2.0209;3.0599;4.6563,2.0209,3.0599,3.0313,HIGH,4.47
"YZ Cet",2.0209;3.0599;4.6563,3.0599,4.6563,4.5898,HIGH,4.72
"Kepler-1972",7.5442;11.3295,7.5442,11.3295,11.3164,HIGH,4.06
"Kepler-1693",5.3637;12.0999,5.3637,12.0999,8.0456;12.0683,HIGH,4.59
"Kepler-1705",9.0350;11.2800,9.0350,11.2800,11.2938,MEDIUM,6.46
"Kepler-1656",31.5620;1919.0000,31.5620,1919.0000,47.3430;71.0145;106.5217;159.7826;239.6739;359.5109;539.2664;808.8995;1213.3493;1820.0240,HIGH,5.72
"HD 28109",22.8910;56.0082;84.2600,22.8910,56.0082,30.5214;40.6952;54.2602,MEDIUM,7.26
"HD 28109",22.8910;56.0082;84.2600,56.0082,84.2600,84.0123,HIGH,4.15
"TOI-712",9.5314;51.6991;84.8396,9.5314,51.6991,14.2970;21.4456;32.1683;48.2525,MEDIUM,10.05
"TOI-712",9.5314;51.6991;84.8396,51.6991,84.8396,86.1651,HIGH,6.57
"K2-407",4.9419;9.2245,4.9419,9.2245,6.5892;8.7856,MEDIUM,7.70
"K2-374",4.5220;16.4344,4.5220,16.4344,6.7829;10.1744;15.2616,MEDIUM,10.77
"iot Dra",510.8544;25000.0000,510.8544,25000.0000,1021.7088;2043.4176;4086.8352;8173.6704;16347.3408,HIGH,4.16
"K2-384",2.2315;4.1948;6.6796;9.7150;13.6275,2.2315,4.1948,4.4631,MEDIUM,5.81
"K2-384",2.2315;4.1948;6.6796;9.7150;13.6275,4.1948,6.6796,6.2921,MEDIUM,7.08
"K2-384",2.2315;4.1948;6.6796;9.7150;13.6275,6.6796,9.7150,10.0194,HIGH,5.52
"K2-384",2.2315;4.1948;6.6796;9.7150;13.6275,9.7150,13.6275,12.9534,MEDIUM,7.80
"HD 260655",2.7695;5.7059,2.7695,5.7059,5.5391,HIGH,4.31
"HD 73583",6.3980;18.8797,6.3980,18.8797,12.7961,HIGH,5.32
"HD 151450",21.8929;18144.7624,21.8929,18144.7624,43.7858;87.5715;175.1430;350.2861;700.5722;1401.1443;2802.2886;5604.5773;11209.1546,HIGH,6.94
"GJ 2030",2.3813;25533.1135,2.3813,25533.1135,4.7626;9.5252;19.0503;38.1006;76.2013;152.4026;304.8051;609.6102;1219.2205;2438.4410;4876.8819;9753.7638;19507.5277,HIGH,5.66
"HD 168443",58.1119;1753.1096,58.1119,1753.1096,87.1678;130.7517;196.1276;294.1913;441.2870;661.9305;992.8958;1489.3437,MEDIUM,7.29
"HD 156279",133.4035;4818.2536,133.4035,4818.2536,266.8071;533.6142;1067.2284;2134.4568;4268.9136,MEDIUM,7.09
"HD 169830",225.6737;1818.8234,225.6737,1818.8234,451.3474;902.6949;1805.3898,HIGH,3.24
"HD 30177",2514.5342;12085.4519,2514.5342,12085.4519,5029.0684;10058.1369,MEDIUM,6.81
"HD 183263",624.8740;4667.9784,624.8740,4667.9784,937.3111;1405.9666;2108.9499;3163.4248,HIGH,5.83
"HD 27894",18.0194;36.0700;5019.5424,18.0194,36.0700,36.0388,HIGH,2.84
"HD 27894",18.0194;36.0700;5019.5424,36.0700,5019.5424,72.1400;144.2800;288.5600;577.1200;1154.2400;2308.4800;4616.9600,HIGH,6.87
"HD 156098",21.8585;7841.5839,21.8585,7841.5839,43.7170;87.4340;174.8679;349.7358;699.4717;1398.9434;2797.8867;5595.7734,HIGH,5.21
"HD 155918",1.8757;17202.1945,1.8757,17202.1945,3.7513;7.5027;15.0054;30.0107;60.0214;120.0429;240.0858;480.1715;960.3430;1920.6861;3841.3722;7682.7443;15365.4886,HIGH,5.73
"HD 28185",385.5278;17417.9208,385.5278,17417.9208,771.0555;1542.1110;3084.2220;6168.4440;12336.8880,HIGH,5.84
"HD 38529",14.3099;2127.6057,14.3099,2127.6057,28.6198;57.2396;114.4792;228.9584;457.9168;915.8336;1831.6672,HIGH,5.60
"HD 43197",308.9207;9295.9735,308.9207,9295.9735,463.3811;695.0716;1042.6074;1563.9111;2345.8667;3518.8001;5278.2001;7917.3002,MEDIUM,7.26
"14 Her",1765.0389;15732.4589,1765.0389,15732.4589,2647.5584;3971.3375;5957.0063;8935.5094;13403.2641,MEDIUM,7.73
"HD 217786",2.5222;1301.3601,2.5222,1301.3601,5.0444;10.0888;20.1777;40.3554;80.7107;161.4214;322.8429;645.6858;1291.3715,HIGH,3.28
"HD 190360",17.1110;2854.0000,17.1110,2854.0000,34.2220;68.4440;136.8880;273.7760;547.5520;1095.1040;2190.2080,HIGH,6.39
"HD 25912",41.8316;26308.6562,41.8316,26308.6562,83.6631;167.3262;334.6525;669.3050;1338.6099;2677.2198;5354.4397;10708.8794;21417.7587,HIGH,4.67
"HD 74156",51.6356;2448.4873,51.6356,2448.4873,103.2713;206.5426;413.0851;826.1702;1652.3405,HIGH,4.04
"HD 105618",10.0224;77114.0716,10.0224,77114.0716,20.0449;40.0898;80.1796;160.3592;320.7184;641.4368;1282.8736;2565.7472;5131.4944;10262.9888;20525.9776;41051.9552,HIGH,6.85
"HD 111232",1169.1320;26472.4462,1169.1320,26472.4462,1753.6980;2630.5470;3945.8206;5918.7309;8878.0963;13317.1444;19975.7166,MEDIUM,6.03
"HD 142",108.4530;351.4339;10159.6428,108.4530,351.4339,144.6040;192.8053;257.0738;342.7650,MEDIUM,7.21
"HD 142",108.4530;351.4339;10159.6428,351.4339,10159.6428,702.8679;1405.7358;2811.4715;5622.9430,MEDIUM,6.68
"HD 125612",4.1547;557.6999;2822.7270,4.1547,557.6999,8.3093;16.6186;33.2373;66.4746;132.9491;265.8982;531.7965,HIGH,3.78
"HD 125612",4.1547;557.6999;2822.7270,557.6999,2822.7270,836.5499;1254.8249;1882.2373,HIGH,5.51
"HD 93351",2.4595;14010.2941,2.4595,14010.2941,4.9189;9.8378;19.6757;39.3514;78.7027;157.4054;314.8109;629.6218;1259.2435;2518.4870;5036.9741;10073.9482,HIGH,4.94
"HD 219828",3.8348;4789.8730,3.8348,4789.8730,7.6697;15.3393;30.6786;61.3573;122.7146;245.4291;490.8582;981.7165;1963.4330;3926.8659,HIGH,4.98
"TOI-2096",3.1191;6.3878,3.1191,6.3878,6.2381,HIGH,4.00
"K2-413",0.8094;5.3301,0.8094,5.3301,1.6188;3.2376,HIGH,5.87
"Kepler-68",5.3988;9.6050;632.6200;3455.0000,5.3988,9.6050,7.1983;9.5978,MEDIUM,6.06
"Kepler-68",5.3988;9.6050;632.6200;3455.0000,9.6050,632.6200,19.2101;38.4201;76.8402;153.6804;307.3609;614.7217,HIGH,3.57
"Kepler-68",5.3988;9.6050;632.6200;3455.0000,632.6200,3455.0000,948.9300;1423.3950;2135.0925;3202.6387,MEDIUM,9.92
"TOI-836",3.8167;8.5954,3.8167,8.5954,5.7251;8.5876,HIGH,4.53
"TOI-969",1.8237;1700.0000,1.8237,1700.0000,3.6475;7.2949;14.5898;29.1797;58.3594;116.7188;233.4375;466.8750;933.7500,HIGH,6.17
"GJ 367",0.3219;11.5301;34.3690,0.3219,11.5301,0.6438;1.2877;2.5754;5.1508;10.3015,MEDIUM,7.12
"GJ 367",0.3219;11.5301;34.3690,11.5301,34.3690,23.0602,HIGH,4.82
"Kepler-323",1.6783;3.5538,1.6783,3.5538,3.3567,MEDIUM,5.74
"GJ 849",1925.3100;5990.0000,1925.3100,5990.0000,2567.0800;3422.7733;4563.6978,MEDIUM,8.09
"TOI-1052",9.1397;35.8060,9.1397,35.8060,18.2794,HIGH,4.33
"GJ 328",241.8000;3771.0000,241.8000,3771.0000,483.6000;967.2000;1934.4000,HIGH,3.93
"BD-210397",1891.0000;6240.0000,1891.0000,6240.0000,2836.5000;4254.7500,HIGH,6.24
"TOI-1470",2.5271;18.0882,2.5271,18.0882,3.7906;5.6860;8.5289;12.7934,MEDIUM,7.80
"HD 74698",15.0170;3449.0000,15.0170,3449.0000,30.0340;60.0680;120.1360;240.2720;480.5440;961.0880;1922.1760,HIGH,5.81
"WASP-84",1.4469;8.5235,1.4469,8.5235,2.8938;5.7875,HIGH,4.77
"K2-3",10.0547;24.6467;44.5560,10.0547,24.6467,13.4062;17.8749;23.8333,MEDIUM,7.30
"K2-3",10.0547;24.6467;44.5560,24.6467,44.5560,32.8623;43.8164,MEDIUM,6.60
"K2-36",1.4226;5.3409,1.4226,5.3409,2.3710;3.9517,MEDIUM,8.92
"K2-38",4.0159;10.5610,4.0159,10.5610,8.0319,HIGH,6.39
"LP 791-18",0.9480;2.7534;4.9899,0.9480,2.7534,1.5800;2.6333,MEDIUM,8.32
"LP 791-18",0.9480;2.7534;4.9899,2.7534,4.9899,3.6712;4.8950,MEDIUM,6.68
"HD 47366",360.0800;677.5300,360.0800,677.5300,720.1600,MEDIUM,5.76
"TOI-5398",4.7727;10.5905,4.7727,10.5905,7.1591,HIGH,6.19
"HIP 113103",7.6103;14.2456,7.6103,14.2456,10.1471;13.5294,MEDIUM,7.80
"Kepler-1513",160.8842;841.4000,160.8842,841.4000,241.3263;361.9895;542.9842;814.4763,HIGH,5.56
"TOI-5126",5.4588;17.8999,5.4588,17.8999,7.2785;9.7046;12.9395;17.2526,MEDIUM,7.45
"Kepler-553",4.0305;328.2402,4.0305,328.2402,8.0609;16.1219;32.2437;64.4875;128.9749;257.9499,HIGH,6.60
"AU Mic",8.4631;12.7360;18.8597,8.4631,12.7360,12.6946,HIGH,4.16
"AU Mic",8.4631;12.7360;18.8597,12.7360,18.8597,19.1039,HIGH,4.64
"HD 4732",371.7400;3184.2000,371.7400,3184.2000,743.4800;1486.9600;2973.9200,MEDIUM,9.41
"Teegarden's Star",4.9063;11.4160;26.1300,4.9063,11.4160,7.3595;11.0393,HIGH,5.64
"Teegarden's Star",4.9063;11.4160;26.1300,11.4160,26.1300,17.1240;25.6860,HIGH,5.08
"TOI-544",1.5484;50.0890,1.5484,50.0890,3.0967;6.1934;12.3868;24.7736;49.5473,HIGH,3.32
"TOI-2134",9.2292;95.5000,9.2292,95.5000,18.4584;36.9168;73.8336,MEDIUM,8.00
"TOI-1288",2.6998;416.0000,2.6998,416.0000,5.3997;10.7993;21.5986;43.1972;86.3945;172.7890;345.5780,HIGH,5.14
"TOI-1386",25.8401;232.0000,25.8401,232.0000,38.7601;58.1402;87.2103;130.8155;196.2233,MEDIUM,7.86
"TOI-776",8.2466;15.6653,8.2466,15.6653,16.4932,MEDIUM,5.31
"TIC 139270665",23.6240;1010.0000,23.6240,1010.0000,47.2480;94.4960;188.9920;377.9840;755.9680,HIGH,4.40
"HIP 56998",4.4657;6.2040,4.4657,6.2040,5.9543,MEDIUM,7.30
"TOI-815",11.1973;34.9761,11.1973,34.9761,14.9297;19.9062;26.5417,MEDIUM,7.99
"TOI-1224",4.1783;17.9455,4.1783,17.9455,5.5710;7.4280;9.9041;13.2054;17.6072,MEDIUM,7.19
"HIP 8152",10.7510;19.6056,10.7510,19.6056,14.3347;19.1129,MEDIUM,6.89
"HD 73344",15.6110;65.9400;5823.0000,15.6110,65.9400,31.2220;62.4440,HIGH,4.83
"HD 73344",15.6110;65.9400;5823.0000,65.9400,5823.0000,98.9100;148.3650;222.5475;333.8213;500.7319;751.0978;1126.6467;1689.9701;2534.9551;3802.4327;5703.6490,HIGH,5.42
"TOI-421",5.1976;16.0675,5.1976,16.0675,6.4970;8.1212;10.1515;12.6894;15.8617,MEDIUM,8.95
"TOI-1338 A",95.4001;215.7900,95.4001,215.7900,143.1001;214.6502,HIGH,4.68
"TOI-1782",1.8290;4.9876,1.8290,4.9876,2.7435;4.1153,MEDIUM,8.43
"TOI-1453",4.3135;6.5887,4.3135,6.5887,6.4703,HIGH,4.92
"HD 75898",422.8200;6717.0000,422.8200,6717.0000,845.6400;1691.2800;3382.5600,HIGH,3.48
"TOI-4504",2.4261;40.5634;82.9721,2.4261,40.5634,4.8523;9.7046;19.4091;38.8182,HIGH,4.00
"TOI-4504",2.4261;40.5634;82.9721,40.5634,82.9721,81.1268,HIGH,3.94
"K2-99",18.2478;522.2000,18.2478,522.2000,36.4957;72.9913;145.9826;291.9653,MEDIUM,6.73
"EPIC 220674823",0.5713;13.3399,0.5713,13.3399,1.1426;2.2853;4.5705;9.1410,MEDIUM,7.93
"TOI-1803",6.2933;12.8858,6.2933,12.8858,12.5866,HIGH,3.99
"HD 94890",824.6100;2492.1900,824.6100,2492.1900,1649.2200,HIGH,4.87
"TIC 434398831",3.6855;6.2103,3.6855,6.2103,6.1425,HIGH,6.35
"EPIC 201595106",0.8772;9.7969,0.8772,9.7969,1.3159;1.9738;2.9607;4.4410;6.6615,HIGH,5.83
"GJ 581",3.1481;5.3686;12.9211,3.1481,5.3686,5.2468,HIGH,6.96
"GJ 581",3.1481;5.3686;12.9211,5.3686,12.9211,7.1581;9.5442;12.7256,MEDIUM,6.83
"HD 39091",6.2679;124.6400;2088.8000,6.2679,124.6400,12.5357;25.0714;50.1428;100.2856,HIGH,5.21
"HD 39091",6.2679;124.6400;2088.8000,124.6400,2088.8000,249.2800;498.5600;997.1200;1994.2400,HIGH,4.05
"TOI-6054",7.4930;12.5750,7.4930,12.5750,12.4883,HIGH,6.15
"HD 15337",4.7560;17.1805,4.7560,17.1805,7.1340;10.7010;16.0514,MEDIUM,10.91
"G 192-15",2.2748;1219.0000,2.2748,1219.0000,4.5495;9.0990;18.1981;36.3962;72.7923;145.5846;291.1693;582.3386;1164.6771,HIGH,3.67
"TOI-2458",3.7366;16.5530,3.7366,16.5530,5.6049;8.4073;12.6110,MEDIUM,6.59
"TOI-406",3.3074;13.1757,3.3074,13.1757,6.6149,HIGH,3.50
"TOI-2537",94.1022;1920.0000,94.1022,1920.0000,188.2044;376.4088;752.8176;1505.6352,MEDIUM,7.36
"TOI-771",2.3260;7.6100,2.3260,7.6100,3.1014;4.1351;5.5135;7.3514,MEDIUM,7.40
"TOI-2295",30.0333;966.5000,30.0333,966.5000,60.0666;120.1332;240.2664;480.5328;961.0657,HIGH,3.23
"HD 155358",194.3000;391.9000,194.3000,391.9000,388.6000,HIGH,3.22
"HD 156668",4.6455;811.3000,4.6455,811.3000,9.2910;18.5820;37.1640;74.3280;148.6560;297.3120;594.6240,HIGH,7.00
"61 Vir",4.2150;38.0210;123.0100,4.2150,38.0210,6.3225;9.4838;14.2256;21.3384;32.0077,MEDIUM,7.27
"61 Vir",4.2150;38.0210;123.0100,38.0210,123.0100,50.6947;67.5929;90.1239;120.1651,MEDIUM,7.17
"HD 217107",7.1268;4270.0000,7.1268,4270.0000,14.2536;28.5073;57.0146;114.0291;228.0582;456.1165;912.2330;1824.4659;3648.9318,HIGH,5.33
"7 CMa",735.1000;996.0000,735.1000,996.0000,1470.2000,HIGH,5.31
"Kepler-260",8.1874;76.0502,8.1874,76.0502,16.3748;32.7496;65.4992,MEDIUM,6.92
"Kepler-264",40.8062;140.1013,40.8062,140.1013,61.2093;91.8140;137.7210,HIGH,5.18
"K2-223",0.5056;4.5625,0.5056,4.5625,0.7584;1.1375;1.7063;2.5594;3.8392,MEDIUM,7.26
"gam Lib",414.8800;966.4900,414.8800,966.4900,622.3200;933.4800,HIGH,5.68
"V1298 Tau",8.2496;12.4032;24.1396;53.5000,8.2496,12.4032,12.3744,HIGH,4.12
"V1298 Tau",8.2496;12.4032;24.1396;53.5000,12.4032,24.1396,24.8064,HIGH,4.14
"V1298 Tau",8.2496;12.4032;24.1396;53.5000,24.1396,53.5000,36.2094,HIGH,6.25
"GJ 3323",5.3636;40.5400,5.3636,40.5400,8.0454;12.0681;18.1022;27.1532,HIGH,5.59
"Kepler-240",4.1445;7.9535,4.1445,7.9535,8.2890,MEDIUM,4.82
"Kepler-230",32.6256;91.7732,32.6256,91.7732,54.3759;90.6265,MEDIUM,7.22
"TOI-4562",225.1064;3990.0000,225.1064,3990.0000,337.6596;506.4894;759.7341;1139.6012;1709.4017;2564.1026;3846.1539,HIGH,5.59
"Kepler-227",9.4880;54.4187,9.4880,54.4187,12.6507;16.8676;22.4901;29.9868;39.9824;53.3099,MEDIUM,7.28
"Kepler-1050",15.3788;21.1285,15.3788,21.1285,30.7575,HIGH,6.02
"Kepler-313",14.9704;32.2733,14.9704,32.2733,19.9606;26.6141,LOW,9.78
"TOI-2000",3.0983;9.1271,3.0983,9.1271,6.1967,HIGH,5.40
"Kepler-109",6.4816;21.2227,6.4816,21.2227,8.6422;11.5229;15.3639;20.4852,MEDIUM,7.42
"Kepler-212",16.2576;31.8052,16.2576,31.8052,32.5152,HIGH,3.89
"Kepler-189",10.3999;20.1349,10.3999,20.1349,20.7999,HIGH,4.40
"Kepler-233",8.4724;60.4190,8.4724,60.4190,12.7086;19.0629;28.5943;42.8914,MEDIUM,7.72
"Kepler-137",8.4364;18.7358,8.4364,18.7358,12.6546,HIGH,6.15
"Kepler-417",12.3310;15.9430,12.3310,15.9430,24.6620,HIGH,6.02
"Kepler-1047",3.1890;56.1887,3.1890,56.1887,4.7835;7.1752;10.7628;16.1442;24.2163;36.3244;54.4866,HIGH,5.52
"KIC 5437945",220.1303;440.7813,220.1303,440.7813,440.2607,HIGH,2.86
"Kepler-1642",6.6514;12.2058,6.6514,12.2058,8.8685;11.8247,MEDIUM,7.11
"HD 60532",201.9000;600.1000,201.9000,600.1000,403.8000,HIGH,4.96
