system_name,planet_name,period_days
K2-161,K2-161 b,9.283188
HD 215152,HD 215152 c,7.28243
HD 215152,HD 215152 d,10.86499
HD 106252,HD 106252 b,1531.0
HD 103197,HD 103197 b,47.84
HD 216770,HD 216770 b,118.45
HD 218566,HD 218566 b,225.7
K2-165,K2-165 b,2.354992
K2-165,K2-165 c,4.382745
Kepler-1654,Kepler-1654 b,1047.8356
HD 114386,HD 114386 b,937.70001
K2-176,K2-176 b,5.329439
K2-232,K2-232 b,11.168454
HD 116029,HD 116029 b,670.0
HD 125595,HD 125595 b,9.6737
K2-177,K2-177 b,14.155185
K2-186,K2-186 b,41.474219
K2-231,K2-231 b,13.841901
HATS-39,HATS-39 b,4.5776348
HD 13189,HD 13189 b,471.60001
HD 12661,HD 12661 b,262.70862
HD 31253,HD 31253 b,466.0
HD 34445,HD 34445 b,1049.0
K2-190,K2-190 c,21.574023
K2-195,K2-195 c,28.482786
HATS-41,HATS-41 b,4.193649
HD 137388,HD 137388 b,330.0
HD 141937,HD 141937 b,653.21997
HD 222582,HD 222582 b,572.38
HD 240237,HD 240237 b,745.70001
K2-201,K2-201 b,1.05979
K2-196,K2-196 b,48.324222
HD 142022 A,HD 142022 A b,1928.0
HD 142415,HD 142415 b,386.29999
Ross 128,Ross 128 b,9.8658
K2-205,K2-205 b,26.672263
K2-202,K2-202 b,3.405164
K2-206,K2-206 b,18.294549
K2-155,K2-155 c,13.85
HD 145377,HD 145377 b,103.95
HD 149026,HD 149026 b,2.87589
OGLE-2016-BLG-1190L,OGLE-2016-BLG-1190L b,1220.0
HD 113996,HD 113996 b,610.2
K2-209,K2-209 b,2.080615
K2-213,K2-213 b,8.13087
11 UMi,11 UMi b,516.21997
HD 153950,HD 153950 b,499.39999
HD 154345,HD 154345 b,3341.55884
CoRoT-9,CoRoT-9 b,95.272656
K2-215,K2-215 b,8.269648
16 Cyg B,16 Cyg B b,798.5
BD-08 2823,BD-08 2823 b,5.6
HD 154857,HD 154857 b,408.60001
HD 156846,HD 156846 b,359.51001
K2-66,K2-66 b,5.06963
K2-18,K2-18 c,8.962
K2-219,K2-219 b,3.901287
K2-219,K2-219 d,11.137278
BD+14 4559,BD+14 4559 b,268.94
BD-10 3166,BD-10 3166 b,3.48777
GJ 3942,GJ 3942 b,6.905
K2-221,K2-221 b,2.399094
HAT-P-15,HAT-P-15 b,10.8635
HAT-P-17,HAT-P-17 b,10.33852
HD 168746,HD 168746 b,6.404
HD 162020,HD 162020 b,8.4282
HATS-50,HATS-50 b,3.8297015
HATS-51,HATS-51 b,3.3488702
K2-158,K2-158 b,10.06049
K2-266,K2-266 b,0.658524
K2-266,K2-266 c,7.814
TrES-1,TrES-1 b,3.03007
WASP-95,WASP-95 b,2.18467
K2-159,K2-159 b,12.42205
K2-266,K2-266 d,14.697
K2-266,K2-266 e,19.482
WASP-101,WASP-101 b,3.58572
HD 285507,HD 285507 b,6.0881
K2-224,K2-224 c,10.09489
K2-224,K2-224 b,4.47904
K2-228,K2-228 b,2.69828
HATS-36,HATS-36 b,4.175186
WASP-25,WASP-25 b,3.76483
WASP-117,WASP-117 b,10.02165
Kepler-297,Kepler-297 d,150.0189511
Kepler-26,Kepler-26 d,3.543919
K2-229,K2-229 c,8.32727
K2-220,K2-220 b,13.683256
K2-214,K2-214 b,8.596802
K2-151,K2-151 b,3.835476
WASP-32,WASP-32 b,2.71866
HD 95127,HD 95127 b,482.0
HD 216536,HD 216536 b,148.60001
K2-259,K2-259 b,15.48043
K2-283,K2-283 b,1.921036
WASP-35,WASP-35 b,3.16158
WASP-34,WASP-34 b,4.31768
K2-153,K2-153 b,7.51574
K2-188,K2-188 b,1.742169
KELT-8,KELT-8 b,3.24406
HAT-P-56,HAT-P-56 b,2.79083
K2-154,K2-154 c,7.95486
K2-269,K2-269 b,4.144965
XO-1,XO-1 b,3.94153
HD 24064,HD 24064 b,535.59998
8 UMi,8 UMi b,93.4
K2-243,K2-243 b,11.54182
K2-107,K2-107 b,3.313959
HD 38283,HD 38283 b,363.20001
WASP-78,WASP-78 b,2.17518
K2-243,K2-243 c,24.94598
K2-117,K2-117 b,1.2916
Pr0201,Pr0201 b,4.4264
HAT-P-40,HAT-P-40 b,4.45724
BD+20 594,BD+20 594 b,41.6855
K2-39,K2-39 b,4.60543
K2-248,K2-248 b,7.17256
HATS-12,HATS-12 b,3.142702
WASP-157,WASP-157 b,3.951623
WASP-49,WASP-49 b,2.78174
WASP-55,WASP-55 b,4.46563
HATS-43,HATS-43 b,4.3888497
HATS-44,HATS-44 b,2.7439004
K2-249,K2-249 b,12.409
HD 47186,HD 47186 b,4.0845
HD 63454,HD 63454 b,2.81805
HATS-46,HATS-46 b,4.7423729
K2-252,K2-252 b,13.81513
HD 6434,HD 6434 b,21.998
WASP-56,WASP-56 b,4.6171
K2-239,K2-239 b,5.24
K2-255,K2-255 b,1.96417
K2-254,K2-254 c,12.11839
K2-257,K2-257 b,1.60588
WASP-58,WASP-58 b,5.01718
K2-239,K2-239 d,10.115
K2-239,K2-239 c,7.775
K2-240,K2-240 b,6.034
K2-258,K2-258 b,19.0921
CoRoT-20,CoRoT-20 b,9.24285
HD 82886,HD 82886 b,705.0
HD 8574,HD 8574 b,227.0
WASP-71,WASP-71 b,2.90367
HD 222155,HD 222155 b,3999.0
K2-240,K2-240 c,20.523
CoRoT-20,CoRoT-20 c,1675.0
HD 89345,HD 89345 b,11.8143
K2-238,K2-238 b,3.20466
NGTS-2,NGTS-2 b,4.511164
EPIC 246851721,EPIC 246851721 b,6.180235
HR 810,HR 810 b,302.79999
HIP 12961,HIP 12961 b,57.435
WASP-68,WASP-68 b,5.0843
NGC 2682 Sand 364,NGC 2682 Sand 364 b,121.71
HATS-67,HATS-67 b,1.6091788
HATS-68,HATS-68 b,3.5862202
WASP-162,WASP-162 b,9.62468
WASP-168,WASP-168 b,4.153658
HD 28678,HD 28678 b,380.2
HD 30856,HD 30856 b,847.0
HATS-69,HATS-69 b,2.2252577
HD 202696,HD 202696 b,517.8
HD 1397,HD 1397 b,11.53533
TRAPPIST-1,TRAPPIST-1 f,9.20754
HD 5319,HD 5319 b,637.1
HD 73534,HD 73534 b,1750.0
HD 202696,HD 202696 c,946.6
WASP-190,WASP-190 b,5.367753
WASP-147,WASP-147 b,4.60273
HD 96167,HD 96167 b,498.04
HAT-P-25,HAT-P-25 b,3.65281514
WASP-165,WASP-165 b,3.465509
HD 159868,HD 159868 c,351.0
K2-290,K2-290 c,48.36685
K2-291,K2-291 b,2.225177
K2-216,K2-216 b,2.1748
GJ 96,GJ 96 b,73.94
HD 75784,HD 75784 b,341.2
HD 75784,HD 75784 c,7900.0
GJ 4276,GJ 4276 b,13.352
LHS 3844,LHS 3844 b,0.46292913
HD 65216,HD 65216 c,5370.0
HD 95089,HD 95089 c,1785.0
HD 14787,HD 14787 b,676.6
K2-53,K2-53 b,12.20772
HD 92788,HD 92788 c,11611.2975
K2-284,K2-284 b,4.795069
HD 72490,HD 72490 b,858.0
K2-90,K2-90 b,13.733314
K2-294,K2-294 b,2.50387
HD 85390,HD 85390 b,799.52
HD 99706,HD 99706 c,1278.0
HD 4917,HD 4917 b,400.5
WASP-161,WASP-161 b,5.4060425
HD 202772 A,HD 202772 A b,3.308958
K2-292,K2-292 b,16.9841
GJ 685,GJ 685 b,24.16
HD 102329,HD 102329 c,1123.0
WASP-170,WASP-170 b,2.34478022
K2-285,K2-285 b,3.471745
HD 134060,HD 134060 b,3.2696
TOI-172,TOI-172 b,9.47725
GJ 3779,GJ 3779 b,3.0232
GJ 1265,GJ 1265 b,3.6511
HD 20003,HD 20003 c,33.9239
HD 20003,HD 20003 b,11.8482
K2-123,K2-123 b,30.951524
70 Vir,70 Vir b,116.688
K2-24,K2-24 c,42.3391
HD 20782,HD 20782 b,597.0643
HD 20781,HD 20781 c,13.8905
K2-188,K2-188 c,7.810253
HD 106270,HD 106270 b,1888.0
HD 131496,HD 131496 b,896.0
K2-287,K2-287 b,14.893291
K2-286,K2-286 b,27.359
K2-288 B,K2-288 B b,31.393463
HD 31527,HD 31527 c,51.2053
HD 21693,HD 21693 c,53.7357
K2-189,K2-189 c,6.679195
HD 152581,HD 152581 b,686.5
HD 159868,HD 159868 b,1184.1
HATS-60,HATS-60 b,3.560829
HD 51608,HD 51608 b,14.0726
HD 45184,HD 45184 b,5.8854
K2-192,K2-192 b,4.162817
K2-193,K2-193 b,14.786889
HD 163607,HD 163607 c,1272.0
HATS-61,HATS-61 b,7.817953
HATS-62,HATS-62 b,3.2768837
HD 20781,HD 20781 d,29.158
HD 20781,HD 20781 e,85.5073
K2-197,K2-197 b,8.357881
HD 185269,HD 185269 b,6.83776
HD 192699,HD 192699 b,340.94
HATS-65,HATS-65 b,3.105161
HATS-63,HATS-63 b,3.0566527
K2-264,K2-264 b,5.840002
WASP-145 A,WASP-145 A b,1.7690381
K2-279,K2-279 b,7.122605
HD 200964,HD 200964 b,606.3
HD 200964,HD 200964 c,852.5
K2-198,K2-198 c,3.3596055
Kepler-763,Kepler-763 d,6.50327035
HD 25171,HD 25171 b,1802.29
HD 23127,HD 23127 b,1211.17
HD 38801,HD 38801 b,685.25
K2-146,K2-146 c,4.00498
K2-146,K2-146 b,2.6446
HD 4208,HD 4208 b,832.97
HAT-P-70,HAT-P-70 b,2.74432452
HAT-P-69,HAT-P-69 b,4.7869491
WASP-67,WASP-67 b,4.61442
Kepler-205,Kepler-205 c,20.306546
K2-295,K2-295 b,4.024867
K2-133,K2-133 b,3.07133
HD 50499,HD 50499 b,2447.1
TOI-178,TOI-178 g,20.7095
Kepler-1996,Kepler-1996 c,92.7297248
Kepler-2001,Kepler-2001 c,14.092583189
K2-133,K2-133 d,11.02454
K2-133,K2-133 e,26.5841
HATS-58 A,HATS-58 A b,4.2180896
HR 5183,HR 5183 b,27000.0
Kepler-1995,Kepler-1995 b,73.7578875
K2-166,EPIC 201615463 c,3.80464
Kepler-23,Kepler-23 d,15.27
WASP-169,WASP-169 b,5.6114118
WASP-171,WASP-171 b,3.8186244
Kepler-130,Kepler-130 b,8.457458
K2-16,EPIC 201754305 d,2.71578
WASP-175,WASP-175 b,3.0652907
Kepler-975,Kepler-975 c,5.05821338
EPIC 206317286,EPIC 206317286 b,1.58252
HAT-P-9,HAT-P-9 b,3.92281072
Kepler-19,Kepler-19 c,28.731
Kepler-1987,Kepler-1987 c,3.64830183
EPIC 212499991,EPIC 212499991 b,34.885
Kepler-9,Kepler-9 c,38.9853
WASP-2,WASP-2 b,2.152175
WASP-44,WASP-44 b,2.423804
WASP-50,WASP-50 b,1.9551
GJ 15 A,GJ 15 A b,11.4407
Kepler-619,Kepler-619 d,11.67894236
Kepler-1869,Kepler-1869 c,1.716828304
Kepler-1994,Kepler-1994 b,4.61225043
Kepler-65,Kepler-65 e,258.8
K2-308,K2-308 b,3.38628
EPIC 248847494,EPIC 248847494 b,3650.0
GJ 15 A,GJ 15 A c,7600.0
Kepler-47,Kepler-47 b,49.4643
WASP-3,WASP-3 b,1.84683
HD 2685,HD 2685 b,4.12688
EPIC 212737443,EPIC 212737443 b,13.603
Kepler-47,Kepler-47 c,303.227
KELT-23 A,KELT-23 A b,2.255251
HD 106315,HD 106315 b,9.55237
GJ 180,GJ 180 c,24.329
GJ 682,GJ 682 b,17.478
GJ 143,GJ 143 b,35.61253
GJ 143,HD 21749 c,7.78993
LSPM J2116+0234,LSPM J2116+0234 b,14.4399
WASP-87,WASP-87 b,1.682795
TOI-4602,TOI-4602.01,3.9812091
TOI-178,TOI-178 c,3.23845
Qatar-8,Qatar-8 b,3.71495
HD 117207,HD 117207 b,2621.75
HR 8799,HR 8799 e,20815.6
Kepler-56,Kepler-56 b,10.5016
Kepler-318,Kepler-318 c,11.815007
K2-168,EPIC 205950854 c,8.050722
HD 164604,HD 164604 b,641.472
HD 210193,HD 210193 b,649.918
HD 126525,HD 126525 b,960.41
K2-43,K2-43 c,2.198884
HD 152079,HD 152079 b,2918.92
HD 187085,HD 187085 b,1019.74
HIP 65 A,HIP 65 A b,0.9809734
Kepler-1162,Kepler-1162 c,59.284064
HD 213885,HD 213885 c,4.78503
WASP-126,WASP-126 c,7.63
CoRoT-30,CoRoT-30 b,9.06005
Kepler-1649,Kepler-1649 c,19.53527
TOI-169,TOI-169 b,2.2554477
TOI-157,TOI-157 b,2.0845435
Kepler-1982,Kepler-1982 b,3.82315697
HATS-37 A,HATS-37 A b,4.3315366
K2-315,K2-315 b,3.1443189
HATS-38,HATS-38 b,4.375021
Kepler-1610,Kepler-1610 c,44.9851885
Kepler-80,Kepler-80 g,14.64558
HD 86226,HD 86226 b,1628.0
DMPP-1,DMPP-1 e,5.516
DMPP-3 A,DMPP-3 A b,6.6732
Kepler-1667,Kepler-1667 b,83.5781
Kepler-1984,Kepler-1984 b,1.992812339
GJ 433,GJ 433 b,7.3705
TOI-813,TOI-813 b,83.8911
KELT-7,KELT-7 b,2.73477
Kepler-759,Kepler-759 b,41.805985
Kepler-1663,Kepler-1663 b,17.6046
Kepler-1666,Kepler-1666 c,40.7157
Kepler-2001,Kepler-2001 b,1.090011003
GJ 433,GJ 433 c,5094.105
HD 164922,HD 164922 c,75.74
Kepler-1678,Kepler-1678 b,147.974
Kepler-1085,Kepler-1085 c,56.7771
Kepler-1126,Kepler-1126 c,199.66876
EPIC 249893012,EPIC 249893012 b,3.5951
WASP-150,WASP-150 b,5.644207
Kepler-1676,Kepler-1676 b,29.9221
Kepler-1677,Kepler-1677 b,22.064
Kepler-1052,Kepler-1052 c,180.921729
EPIC 249893012,EPIC 249893012 c,15.624
EPIC 249893012,EPIC 249893012 d,35.747
KOI-142,KOI-142 c,22.26492
KOI-142,Kepler-88 d,1403.0
Kepler-1673,Kepler-1673 b,33.7888
Kepler-1682,Kepler-1682 b,14.8334
Kepler-1491,Kepler-1491 c,61.569765
TOI-1468,TOI-1468 b,1.8805201
HAT-P-2,HAT-P-2 c,8500.0
TOI-244,TOI-244 b,7.397225
KOI-142,KOI-142 b,10.91647
Kepler-1518,Kepler-1518 c,9.6310258
Kepler-347,Kepler-347 d,85.517344
Kepler-549,Kepler-549 d,24.61480613
TOI-2207,TOI-2207 b,8.001968
TOI-2969,TOI-2969 b,1.8237146
Kepler-314,Kepler-314 c,5.960392
Kepler-763,Kepler-763 c,4.09667624
Kepler-1999,Kepler-1999 b,8.7396758
GJ 1061,GJ 1061 c,6.689
GJ 1061,GJ 1061 d,13.031
Kepler-56,Kepler-56 d,1002.0
TOI-163,TOI-163 b,4.231306
HATS-47,HATS-47 b,3.9228038
Kepler-864,Kepler-864 c,2.42150341
HATS-72,HATS-72 b,7.3279474
Wendelstein-1,Wendelstein-1 b,2.663416
NGTS-8,NGTS-8 b,2.4997
NGTS-9,NGTS-9 b,4.43527
WASP-127,WASP-127 b,4.17806203
Kepler-40,Kepler-40 b,6.87349
Wendelstein-2,Wendelstein-2 b,1.7522239
PDS 70,PDS 70 b,43500.0
Kepler-1977,Kepler-1977 b,4.53702121
HD 220197,HD 220197 b,1728.0
HD 158259,HD 158259 c,3.432
HD 95338,HD 95338 b,55.087
Kepler-1990,Kepler-1990 c,4.06844957
PSR B0329+54,PSR B0329+54 b,10140.0
HD 96992,HD 96992 b,514.0
HD 24040,HD 24040 c,515.4
Kepler-1699,Kepler-1699 b,3.49082
TOI-892,TOI-892 b,10.62656
TYC 0434-04538-1,TYC 0434-04538-1 b,193.2
55 Cnc,55 Cnc b,14.6516
HD 68988,HD 68988 c,16000.0
Kepler-1697,Kepler-1697 b,33.4969
Kepler-647,Kepler-647 c,29.6663
TIC 237913194,TIC 237913194 b,15.168865
Gl 686,Gl 686 b,15.53
55 Cnc,55 Cnc f,259.88
LHS 1478,LHS 1478 b,1.9495378
Kepler-1666,Kepler-1666 b,25.8476
GJ 687,GJ 687 b,38.142
NGTS-14 A,NGTS-14 A b,3.5357173
HD 13808,HD 13808 c,53.753
HD 5278,HD 5278 b,14.339156
WASP-187,WASP-187 b,5.147878
HD 110082,HD 110082 b,10.18271
CFHTWIR-Oph 98 A,CFHTWIR-Oph 98 b,8040000.0
HIP 107772,HIP 107772 b,55.199
WASP-107,WASP-107 b,5.7214742
TOI-1333,TOI-1333 b,4.720219
HIP 48714,HIP 48714 b,17.818
HIP 4845,HIP 4845 b,34.15
TOI-251,TOI-251 b,4.93777
WASP-107,WASP-107 c,1088.0
HAT-P-68,HAT-P-68 b,2.29840551
HD 238090,HD 238090 b,13.671
NGTS-17,NGTS-17 b,3.24253
Kepler-1514,Kepler-1514 c,10.514181
K2-138,K2-138 c,3.56004
K2-32,K2-32 c,20.66093
TOI-763,TOI-763 c,12.2737
TOI-763,TOI-763 b,5.6057
HATS-71,HATS-71 b,3.7955202
TOI-564,TOI-564 b,1.651144
TOI-905,TOI-905 b,3.739494
K2-138,K2-138 e,8.26146
NGTS-15,NGTS-15 b,3.27623
NGTS-16,NGTS-16 b,4.84532
K2-32,K2-32 e,4.34934
TOI-824,TOI-824 b,1.392978
TOI-451,TOI-451 b,1.858703
K2-138,K2-138 g,41.96797
K2-138,K2-138 f,12.75758
K2-32,K2-32 b,8.992
HD 108236,HD 108236 b,3.795963
GJ 740,GJ 740 b,2.37756
Kepler-1680,Kepler-1680 b,8.77424
Kepler-1685,Kepler-1685 b,20.4905
GJ 3473,GJ 3473 b,1.1980035
HD 108236,HD 108236 e,19.590025
HD 60292,HD 60292 b,495.4
TOI-1231,TOI-1231 b,24.245586
Kepler-1686,Kepler-1686 b,9.30987
Kepler-249,Kepler-249 b,3.306539
HD 108236,HD 108236 f,29.54115
HD 152843,HD 152843 c,24.38
Kepler-178,Kepler-178 c,20.552802
Kepler-33,Kepler-33 e,31.7844
HD 110113,HD 110113 b,2.541
HD 110113,HD 110113 c,6.744
HD 107148,HD 107148 c,18.3267
Kepler-1692,Kepler-1692 b,5.95966
Kepler-1694,Kepler-1694 b,3.89526
EPIC 201170410,EPIC 201170410.02,6.7987
MASCARA-4,MASCARA-4 b,2.8240932
HD 141004,HD 141004 b,15.5083
TOI-954,TOI-954 b,3.6849729
TOI-1468,TOI-1468 c,15.532477
HD 168009,HD 168009 b,15.1479
HD 164922,HD 164922 e,41.763
HD 213472,HD 213472 b,17000.0
Kepler-896,Kepler-896 c,29.5422566
Kepler-1695,Kepler-1695 b,4.7329
K2-329,K2-329 b,12.4551225
HD 77946,HD 77946 b,6.527363
K2-340,K2-340 b,29.740451
HD 39194,HD 39194 c,14.03
TIC 172900988 Aa,TIC 172900988 b,200.452
TOI-1749,TOI-1749 d,9.0497
Kepler-1704,Kepler-1704 b,988.88112
TOI-1130,TOI-1130 b,4.074554
K2-346,K2-346 b,26.201446
HD 93385,HD 93385 b,7.3426
HD 93385,HD 93385 d,45.85
HD 109286,HD 109286 b,520.1
TOI-663,TOI-663 d,7.1027268
K2-350,K2-350 c,19.991944
HD 96700,HD 96700 c,19.88
HD 96700,HD 96700 d,103.5
HD 115954,HD 115954 b,3700.0
K2-185,K2-185 c,52.713494
EPIC 212587672,EPIC 212587672 c,23.228555
HD 189567,HD 189567 b,14.288
G 264-012,G 264-012 b,2.30538
K2-331,K2-331 c,22.996591
TOI-1201,TOI-1201 b,2.4919863
TOI-1431,TOI-1431 b,2.650237
G 264-012,G 264-012 c,8.0518
HAT-P-58,HAT-P-58 b,4.0138379
K2-333,K2-333 b,14.759287
TOI-3362,TOI-3362 b,18.09547
HAT-P-59,HAT-P-59 b,4.1419771
TOI-4794,TOI-4794 b,3.5658116
K2-344,K2-344 b,3.35585
K2-343,K2-343 c,7.676972
K2-348,K2-348 b,4.688418
HAT-P-43,HAT-P-43 b,3.3326414
HAT-P-63,HAT-P-63 b,3.377728
HAT-P-61,HAT-P-61 b,1.90231289
K2-348,K2-348 c,12.550171
CD Cet,CD Cet b,2.2907
K2-183,K2-183 d,22.620344
TOI-530,TOI-530 b,6.387597
Kepler-129,Kepler-129 d,2646.0
HAT-P-64,HAT-P-64 b,4.007232
Kepler-129,Kepler-129 c,82.2
K2-352,K2-352 d,14.871387
K2-187,K2-187 e,13.606629
K2-282,K2-282 b,4.169783
HD 25723,HD 25723 b,457.01
GJ 9689,GJ 9689 b,18.27
Kepler-129,Kepler-129 b,15.79
KIC 10068024,KIC 10068024 b,2.073549
K2-268,K2-268 d,4.528598
TOI-558,TOI-558 b,14.574071
KIC 5479689,KIC 5479689 b,1.701531
TOI-532,TOI-532 b,2.3266508
K2-268,K2-268 e,6.131243
BD+45 564,BD+45 564 b,307.88
BD+55 362,BD+55 362 b,265.59
EPIC 212587672,EPIC 212587672 b,15.28078
EPIC 212624936,EPIC 212624936 c,11.811437
K2-137,K2-137 b,0.179719
HD 124330,HD 124330 b,270.66
TOI-270,TOI-270 d,11.379573
TOI-270,TOI-270 c,5.6605731
HD 136352,HD 136352 b,11.57797
K2-350,K2-350 b,4.163873
HD 136352,HD 136352 d,107.245
K2-268,K2-268 c,9.327527
EPIC 212624936,EPIC 212624936 b,0.578657
TOI-1259 A,TOI-1259 A b,3.477978
HIP 75092,HIP 75092 b,926.4
TOI-1062,TOI-1062 b,4.11296
K2-335,K2-335 b,12.283211
K2-85,K2-85 b,0.684559
K2-100,K2-100 b,1.6739035
HD 97658,HD 97658 b,9.4897116
K2-337,K2-337 b,16.273563
K2-183,K2-183 c,10.787992
K2-187,K2-187 d,7.149584
K2-140,K2-140 b,6.569188
TOI-1749,TOI-1749 c,4.4929
Kepler-1820,Kepler-1820 b,31.03249931
Kepler-58,Kepler-58 b,10.2184954
HIP 97166,HIP 97166 c,16.432
Kepler-1858,Kepler-1858 b,88.07160187
Kepler-1860,Kepler-1860 b,12.73719978
K2-122,K2-122 b,2.2193023
Kepler-1764,Kepler-1764 b,70.46829987
Kepler-1765,Kepler-1765 b,10.41889954
Kepler-1863,Kepler-1863 b,44.99760056
K2-274,K2-274 b,14.1330314
K2-275,K2-275 b,3.2809626
Kepler-1766,Kepler-1766 b,105.0149994
Kepler-1759,Kepler-1759 b,3.720230103
Kepler-1794,Kepler-1794 b,9.762980461
Kepler-1865,Kepler-1865 b,2.524009943
Kepler-1866,Kepler-1866 b,11.66009998
K2-275,K2-275 c,8.4388385
Kepler-1760,Kepler-1760 b,38.3260994
Kepler-1785,Kepler-1785 b,19.58550072
Kepler-1796,Kepler-1796 b,29.4557991
Kepler-1311,Kepler-1311 d,197.5110016
HD 29399,HD 29399 b,892.7
Kepler-1775,Kepler-1775 b,85.65399933
Kepler-487,Kepler-487 d,2.418390036
Kepler-799,Kepler-799 c,15.19419956
Kepler-1872,Kepler-1872 b,3.825910091
Kepler-1873,Kepler-1873 b,0.558842003
TOI-2257,TOI-2257 b,35.189346
HD 137496,HD 137496 b,1.62116
TOI-1268,TOI-1268 b,8.1577094
Kepler-1823,Kepler-1823 b,21.10339928
Kepler-1822,Kepler-1822 b,22.13339996
Kepler-1874,Kepler-1874 b,56.57320023
HD 137496,HD 137496 c,479.9
Kepler-1732,Kepler-1732 b,32.31240082
Kepler-1780,Kepler-1780 b,109.4449997
Kepler-1827,Kepler-1827 b,3.700619936
Kepler-1828,Kepler-1828 b,10.2737999
Kepler-1130,Kepler-1130 d,4.272250175
Kepler-1736,Kepler-1736 b,37.81029892
Kepler-1768,Kepler-1768 b,15.13589954
Kepler-1779,Kepler-1779 b,16.34359932
Kepler-1829,Kepler-1829 b,5.186719894
Kepler-1831,Kepler-1831 b,5.78387022
Kepler-1882,Kepler-1882 b,13.78730011
Kepler-1737,Kepler-1737 b,64.61750031
Kepler-1776,Kepler-1776 b,35.01190186
Kepler-1771,Kepler-1771 b,88.64399719
Kepler-1832,Kepler-1832 b,3.138789892
Kepler-1834,Kepler-1834 b,4.603010178
Kepler-1885,Kepler-1885 b,2.522559881
Kepler-1130,Kepler-1130 c,3.266639948
Kepler-1734,Kepler-1734 b,6.796850204
Kepler-418,Kepler-418 c,12.21829987
Kepler-1799,Kepler-1799 b,11.9296999
Kepler-1800,Kepler-1800 b,4.562029839
Kepler-1835,Kepler-1835 b,11.96409988
Kepler-1837,Kepler-1837 b,5.906089783
Kepler-1878,Kepler-1878 b,4.445879936
Kepler-1750,Kepler-1750 b,205.9120026
TRAPPIST-1,TRAPPIST-1 d,4.049219
Kepler-1801,Kepler-1801 b,10.44089985
Kepler-1804,Kepler-1804 b,12.28849983
Kepler-1838,Kepler-1838 b,12.14680004
Kepler-1839,Kepler-1839 b,5.056759834
K2-101,K2-101 b,14.6762429
Kepler-1748,Kepler-1748 b,5.823520184
Kepler-1808,Kepler-1808 b,23.3404007
Kepler-1842,Kepler-1842 b,14.02639961
K2-355,K2-355 b,5.7385647
Kepler-1741,Kepler-1741 b,2.757590055
Kepler-1742,Kepler-1742 b,49.47819901
Kepler-1810,Kepler-1810 b,101.1330032
Kepler-1812,Kepler-1812 b,7.165219784
Kepler-1845,Kepler-1845 b,11.60649967
K2-356,K2-356 b,21.0267366
K2-357,K2-357 b,16.3488637
Kepler-1745,Kepler-1745 b,3.016190052
Kepler-1744,Kepler-1744 b,37.10110092
Kepler-1814,Kepler-1814 b,2.935359955
Kepler-1815,Kepler-1815 b,12.19139957
Kepler-1846,Kepler-1846 b,14.82009983
K2-358,K2-358 b,11.2510285
K2-105,K2-105 b,8.2669928
Kepler-1669,Kepler-1669 c,1.609320045
Kepler-1787,Kepler-1787 b,39.31370163
Kepler-1816,Kepler-1816 b,91.50099945
Kepler-1853,Kepler-1853 b,48.88819885
K2-272,K2-272 b,14.4536756
Kepler-1757,Kepler-1757 b,19.65640068
Kepler-1758,Kepler-1758 b,9.977210045
Kepler-1818,Kepler-1818 b,4.644909859
Kepler-1819,Kepler-1819 b,16.48690033
Kepler-1856,Kepler-1856 b,1.302000046
K2-121,K2-121 b,5.1857539
K2-273,K2-273 b,11.7195663
KOI-134,KOI-134 c,33.95
TOI-2180,TOI-2180 b,260.79
Kepler-1308,Kepler-1308 b,2.104338119
Kepler-1897,Kepler-1897 b,24.22030067
Kepler-1964,Kepler-1964 b,2.440829992
WASP-174,WASP-174 b,4.2337005
TOI-1064,TOI-1064 b,6.443868
TOI-1064,TOI-1064 c,12.226574
Kepler-1900,Kepler-1900 b,2.986229897
Kepler-1901,Kepler-1901 b,3.484129906
Kepler-287,Kepler-287 c,44.851896
HD 360,HD 360 b,273.1
HD 10975,HD 10975 b,283.8
Kepler-1903,Kepler-1903 b,17.0678997
Kepler-1906,Kepler-1906 b,7.362689972
Kepler-1914,Kepler-1914 b,30.82789993
Kepler-1913,Kepler-1913 b,14.1960001
HD 79181,HD 79181 b,273.1
TOI-206,TOI-206 b,0.7363104
TOI-1442,TOI-1442 b,0.4090677
Kepler-1910,Kepler-1910 b,5.688769817
Kepler-1918,Kepler-1918 b,47.0564003
gam Psc,gam Psc b,555.1
Kepler-534,Kepler-534 c,7.378689766
Kepler-589,Kepler-589 c,3.52466011
Kepler-1488,Kepler-1488 c,6.158269882
Kepler-1919,Kepler-1919 b,37.88660049
HIP 5763,HIP 5763 b,30.014
HIP 34222,HIP 34222 b,159.986
TOI-2445,TOI-2445 b,0.3711281
TOI-2427,TOI-2427 b,1.3060011
Kepler-1922,Kepler-1922 b,13.22259998
Kepler-1923,Kepler-1923 b,52.60969925
HATS-74 A,HATS-74 A b,1.73185606
HATS-75,HATS-75 b,2.7886556
K2-382,K2-382 b,21.700156
Kepler-1938,Kepler-1938 b,13.06260014
Kepler-1939,Kepler-1939 b,2.790659904
Kepler-1924,Kepler-1924 b,15.33170033
HATS-77,HATS-77 b,3.0876262
HATS-76,HATS-76 b,1.9416423
K2-19,K2-19 b,7.9222
K2-381,K2-381 c,16.034656
K2-387,K2-387 b,28.735327
Kepler-1940,Kepler-1940 b,4.950610161
Kepler-1941,Kepler-1941 b,31.33510017
